101,aunt's House,0,0,0,0:0:0:0,0,0,0,0:0:0:0,0,0,0,0:0:0:0,0:0:0:0,0,0,0,
101,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:01:19,1,0,0,0:0:0:0,11:35:47:76,action,stillUpdate,00:00:01:19,
101,aunt's House,1,0,0,0:0:0:0,0,0,0,00:00:01:19,1,0,0,0:0:0:0,11:35:52:80,action,addInteraction,True,
101,aunt's House,1,0,0,0:0:0:0,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:52:97,action,stillUpdate,00:00:00:13,
101,aunt's House,1,0,1,00:00:00:35,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:53:15,state,newDialog,00:00:00:35,
101,aunt's House,1,0,2,00:00:00:88,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:53:34,state,newDialog,00:00:00:53,
101,aunt's House,2,0,2,00:00:00:88,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:54:85,action,addInteraction,True,
101,aunt's House,2,0,3,00:00:01:20,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:55:18,state,newDialog,00:00:00:32,
101,aunt's House,2,0,4,00:00:01:69,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:55:34,state,newDialog,00:00:00:49,
101,aunt's House,2,0,5,00:00:02:32,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:55:49,state,newDialog,00:00:00:63,
101,aunt's House,2,0,6,00:00:03:10,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:55:63,state,newDialog,00:00:00:78,
101,aunt's House,2,0,7,00:00:04:00,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:55:76,state,newDialog,00:00:00:90,
101,aunt's House,2,0,8,00:00:05:03,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:55:88,state,newDialog,00:00:01:03,
101,aunt's House,2,0,9,00:00:06:18,0,0,0,00:00:01:32,2,0,0,0:0:0:0,11:35:56:01,state,newDialog,00:00:01:15,
101,aunt's House,2,0,9,00:00:06:18,0,0,0,00:00:04:54,3,0,0,0:0:0:0,11:35:58:02,action,stillUpdate,00:00:03:22,
101,Memory1_teste,2,0,9,00:00:06:18,11:35:59:24,0,0,00:00:04:54,3,0,0,0:0:0:0,11:35:59:24,event,enteringLocation,Memory1_teste,
101,Memory1_teste,2,0,9,00:00:06:18,11:35:59:24,0,0,00:00:05:15,4,0,0,0:0:0:0,11:36:00:08,action,stillUpdate,00:00:00:61,
101,Memory1_teste,2,0,9,00:00:06:18,11:35:59:24,0,0,00:00:05:31,5,0,0,0:0:0:0,11:36:04:08,action,stillUpdate,00:00:00:16,
101,Memory1_teste,2,0,9,00:00:06:18,11:35:59:24,0,0,00:00:05:34,6,0,0,0:0:0:0,11:36:05:78,action,stillUpdate,00:00:00:03,
101,Memory1_teste,3,0,9,00:00:06:18,11:35:59:24,1,0,00:00:05:34,6,0,0,0:0:0:0,11:36:06:93,action,addInteraction,True,
101,Memory1_teste,3,0,9,00:00:06:18,11:35:59:24,1,0,00:00:05:47,7,0,0,0:0:0:0,11:36:07:09,action,stillUpdate,00:00:00:13,
101,MainHouse,3,0,9,00:00:06:18,11:36:09:53,1,0,00:00:05:47,7,0,0,0:0:0:0,11:36:09:53,event,enteringLocation,MainHouse,
101,MainHouse,3,0,9,00:00:06:18,11:36:09:53,1,0,00:00:05:76,8,0,0,0:0:0:0,11:36:10:08,action,stillUpdate,00:00:00:29,
101,MainHouse,4,0,9,00:00:06:18,11:36:09:53,1,0,00:00:05:76,8,0,0,0:0:0:0,11:36:12:87,action,addInteraction,True,
101,MainHouse,4,0,9,00:00:06:18,11:36:09:53,1,0,00:00:06:11,9,0,0,0:0:0:0,11:36:16:09,action,stillUpdate,00:00:00:35,
101,MainHouse,4,0,9,00:00:06:18,11:36:09:53,1,0,00:00:06:73,10,0,0,0:0:0:0,11:36:20:87,action,stillUpdate,00:00:00:62,
