38,aunt's House,0,0,0,0:0:0:0,0,0,0,0:0:0:0,0,0,0,0:0:0:0,0:0:0:0,0,0,0,
38,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:02:06,1,0,0,0:0:0:0,01:42:44:63,action,stillUpdate,00:00:02:06,
38,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:02:31,2,0,0,0:0:0:0,01:42:45:81,action,stillUpdate,00:00:00:25,
38,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:02:69,3,0,0,0:0:0:0,01:42:48:25,action,stillUpdate,00:00:00:38,
38,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:02:72,4,0,0,0:0:0:0,01:42:57:97,action,stillUpdate,00:00:00:03,
38,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:02:83,5,0,0,0:0:0:0,01:43:02:98,action,stillUpdate,00:00:00:11,
38,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:04:94,6,0,0,0:0:0:0,01:43:08:97,action,stillUpdate,00:00:02:11,
38,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:04:95,7,0,0,0:0:0:0,01:43:13:63,action,stillUpdate,00:00:00:01,
38,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:05:10,8,0,0,0:0:0:0,01:43:19:50,action,stillUpdate,00:00:00:15,
38,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:05:30,9,0,0,0:0:0:0,01:43:22:60,action,stillUpdate,00:00:00:20,
38,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:05:34,10,0,0,0:0:0:0,01:43:24:62,action,stillUpdate,00:00:00:04,
