2,aunt's House,0,0,0,0:0:0:0,0,0,0,0:0:0:0,0,0,0,0:0:0:0,0:0:0:0,0,0,0,
2,aunt's House,0,0,0,0:0:0:0,0,0,0,00:00:02:09,1,0,0,0:0:0:0,11:14:31:00,action,stillUpdate,00:00:02:09,
2,aunt's House,0,1,0,0:0:0:0,0,0,0,00:00:02:09,1,0,0,0:0:0:0,11:14:35:21,action,addInteraction,False,
2,aunt's House,0,1,0,0:0:0:0,0,0,0,00:00:03:29,2,0,0,0:0:0:0,11:14:35:62,action,stillUpdate,00:00:01:20,
2,aunt's House,0,1,0,0:0:0:0,0,0,0,00:00:03:71,3,0,0,0:0:0:0,11:14:36:61,action,stillUpdate,00:00:00:42,
2,aunt's House,0,1,1,00:00:01:89,0,0,0,00:00:03:71,3,0,0,0:0:0:0,11:14:37:11,state,newDialog,00:00:01:89,
2,aunt's House,0,1,2,00:00:04:26,0,0,0,00:00:03:71,3,0,0,0:0:0:0,11:14:37:59,state,newDialog,00:00:02:37,
2,aunt's House,0,1,2,00:00:04:26,0,0,0,00:00:04:42,4,0,0,0:0:0:0,11:14:37:90,action,stillUpdate,00:00:00:71,
2,aunt's House,0,2,2,00:00:04:26,0,0,0,00:00:04:42,4,0,0,0:0:0:0,11:14:38:39,action,addInteraction,False,
2,aunt's House,0,2,2,00:00:04:26,0,0,0,00:00:04:95,5,0,0,0:0:0:0,11:14:38:73,action,stillUpdate,00:00:00:53,
2,aunt's House,0,2,3,00:00:04:79,0,0,0,00:00:04:95,5,0,0,0:0:0:0,11:14:38:93,state,newDialog,00:00:00:53,
2,aunt's House,0,2,4,00:00:05:60,0,0,0,00:00:04:95,5,0,0,0:0:0:0,11:14:39:21,state,newDialog,00:00:00:81,
2,aunt's House,0,3,4,00:00:05:60,0,0,0,00:00:04:95,5,0,0,0:0:0:0,11:14:39:46,action,addInteraction,False,
2,aunt's House,0,3,5,00:00:06:12,0,0,0,00:00:04:95,5,0,0,0:0:0:0,11:14:39:99,state,newDialog,00:00:00:52,
2,aunt's House,0,3,6,00:00:06:97,0,0,0,00:00:04:95,5,0,0,0:0:0:0,11:14:40:31,state,newDialog,00:00:00:85,
2,aunt's House,0,4,6,00:00:06:97,0,0,0,00:00:04:95,5,0,0,0:0:0:0,11:14:40:74,action,addInteraction,False,
2,aunt's House,0,4,6,00:00:06:97,0,0,0,00:00:07:09,6,0,0,0:0:0:0,11:14:41:05,action,stillUpdate,00:00:02:14,
2,aunt's House,0,4,6,00:00:06:97,0,0,0,00:00:07:12,7,0,0,0:0:0:0,11:14:41:27,action,stillUpdate,00:00:00:03,
2,aunt's House,0,5,6,00:00:06:97,0,0,0,00:00:07:12,7,0,0,0:0:0:0,11:14:41:37,action,addInteraction,False,
2,aunt's House,0,5,7,00:00:06:98,0,0,0,00:00:07:12,7,0,0,0:0:0:0,11:14:41:38,state,newDialog,00:00:00:01,
2,aunt's House,0,6,7,00:00:06:98,0,0,0,00:00:07:12,7,0,0,0:0:0:0,11:14:41:73,action,addInteraction,False,
2,aunt's House,0,7,7,00:00:06:98,0,0,0,00:00:07:12,7,0,0,0:0:0:0,11:14:42:13,action,addInteraction,False,
2,aunt's House,0,7,8,00:00:07:41,0,0,0,00:00:07:12,7,0,0,0:0:0:0,11:14:42:57,state,newDialog,00:00:00:43,
2,aunt's House,0,7,9,00:00:08:21,0,0,0,00:00:07:12,7,0,0,0:0:0:0,11:14:42:93,state,newDialog,00:00:00:80,
2,aunt's House,0,7,9,00:00:08:21,0,0,0,00:00:09:05,8,0,0,0:0:0:0,11:14:43:29,action,stillUpdate,00:00:01:93,
2,aunt's House,0,8,9,00:00:08:21,0,0,0,00:00:09:05,8,0,0,0:0:0:0,11:14:43:46,action,addInteraction,False,
2,aunt's House,0,9,9,00:00:08:21,0,0,0,00:00:09:05,8,0,0,0:0:0:0,11:14:43:97,action,addInteraction,False,
2,aunt's House,0,9,10,00:00:08:54,0,0,0,00:00:09:05,8,0,0,0:0:0:0,11:14:44:31,state,newDialog,00:00:00:33,
2,aunt's House,0,9,10,00:00:08:54,0,0,0,00:00:10:23,9,0,0,0:0:0:0,11:14:44:57,action,stillUpdate,00:00:01:18,
2,aunt's House,0,10,10,00:00:08:54,0,0,0,00:00:10:23,9,0,0,0:0:0:0,11:14:44:95,action,addInteraction,False,
